"Displacements:0","Displacements:1","Stress/Strain:0","Stress/Strain:1","Stress/Strain:2","Stress/Strain:3","Stress/Strain:4","Stress/Strain:5","Stress/Strain:6","Stress/Strain:7","Stress/Strain:8","Stress/Strain:9","Stress/Strain:10","Stress/Strain:11","Stress/Strain:12","Principal Stress:0","Principal Stress:1","Principal Stress:2","Principal Stress:3","Principal Stress:4","Principal Stress:5","Principal Stress:6","nodes:0","nodes:1","nodes:2"
0.03641,0.011077,0.027313,-4.263e-05,0.0081811,7.2361e-05,0,0,0.049743,-0.021382,0,0.00037628,0,0,0,0.027313,-4.2821e-05,0.0081811,0.15156,0.011817,0.024311,4.6333e-07,0.72,0,0
0.038393,0.011265,0.027099,-5.4581e-05,0.0081132,7.9456e-05,0,0,0.049362,-0.021236,0,0.00041317,0,0,0,0.027099,-5.4814e-05,0.0081132,0.16766,0.011719,0.02413,4.5272e-07,0.76,0,0
0.040359,0.011438,0.026875,-6.7373e-05,0.0080424,7.8988e-05,0,0,0.048966,-0.021085,0,0.00041074,0,0,0,0.026876,-6.7605e-05,0.0080424,0.16797,0.011617,0.023942,4.4186e-07,0.8,0,0
0.04231,0.011592,0.026664,-7.9808e-05,0.0079752,7.1707e-05,0,0,0.04859,-0.020943,0,0.00037287,0,0,0,0.026664,-8e-05,0.0079752,0.15362,0.01152,0.023763,4.3173e-07,0.84,0,0
0.044246,0.011718,0.026481,-9.0794e-05,0.007917,5.8763e-05,0,0,0.048266,-0.02082,0,0.00030557,0,0,0,0.026481,-9.0924e-05,0.007917,0.12671,0.011436,0.023609,4.2309e-07,0.88,0,0
0.046171,0.011812,0.02634,-9.939e-05,0.0078723,4.1535e-05,0,0,0.048017,-0.020726,0,0.00021598,0,0,0,0.02634,-9.9455e-05,0.0078723,0.090006,0.011371,0.023491,4.1655e-07,0.92,0,0
0.048088,0.01187,0.026252,-0.00010486,0.0078442,2.1469e-05,0,0,0.047861,-0.020668,0,0.00011164,0,0,0,0.026252,-0.00010488,0.0078442,0.04667,0.011331,0.023417,4.1248e-07,0.96,0,0
0.05,0.01189,0.026222,-0.00010674,0.0078347,9.455e-05,0,0,0.047808,-0.020648,0,0.00049166,0,0,0,0.026223,-0.00010708,0.0078347,0.20575,0.011317,0.023393,4.1112e-07,1,0,0
0,0,0.034008,0.014575,0.014575,0.0097665,0,0,0.050526,3.0358e-18,0,0.050786,0,0,0,0.038068,0.010515,0.014575,22.573,0.021053,0.025764,8.0534e-07,0,0.04,0
0.002021,0.0020314,0.031163,0.0031515,0.010294,0.0060133,0,0,0.054258,-0.018571,0,0.031269,0,0,0,0.032399,0.0019152,0.010294,11.618,0.01487,0.027277,7.2039e-07,0.04,0.04,0
0.0043407,0.0039012,0.031778,0.0024064,0.010255,0.0035617,0,0,0.055958,-0.020407,0,0.018521,0,0,0,0.032203,0.0019806,0.010255,6.8164,0.014813,0.027052,7.0524e-07,0.08,0.04,0
0.0064977,0.0052426,0.029351,0.0012805,0.0091895,0.0017699,0,0,0.05242,-0.020563,0,0.0092037,0,0,0,0.029462,0.0011694,0.0091895,3.5937,0.013274,0.025257,5.5491e-07,0.12,0.04,0
0.0085343,0.0062516,0.027815,0.0007462,0.0085684,0.00086831,0,0,0.050042,-0.020338,0,0.0045152,0,0,0,0.027843,0.00071837,0.0085684,1.8354,0.012377,0.024175,4.761e-07,0.16,0.04,0
0.010501,0.0070072,0.026983,0.00045208,0.0082305,0.00033271,0,0,0.048756,-0.020224,0,0.0017301,0,0,0,0.026987,0.00044791,0.0082305,0.71837,0.011888,0.02363,4.3811e-07,0.2,0.04,0
0.012435,0.0075735,0.026616,0.00027497,0.0080674,1.1513e-05,0,0,0.048227,-0.02026,0,5.9865e-05,0,0,0,0.026616,0.00027497,0.0080674,0.025041,0.011653,0.023438,4.2326e-07,0.24,0.04,0
0.014359,0.0079974,0.026539,0.00015597,0.0080084,-0.00017885,0,0,0.048179,-0.020416,0,-0.00093004,0,0,0,0.02654,0.00015476,0.0080084,-0.3884,0.011568,0.023466,4.217e-07,0.28,0.04,0
0.016289,0.0083172,0.026633,7.0857e-05,0.0080111,-0.00027922,0,0,0.048416,-0.020645,0,-0.0014519,0,0,0,0.026636,6.7922e-05,0.0080111,-0.6022,0.011572,0.02362,4.2781e-07,0.32,0.04,0
0.018232,0.0085647,0.026818,9.0178e-06,0.0080482,-0.00031509,0,0,0.048802,-0.020902,0,-0.0016385,0,0,0,0.026822,5.3151e-06,0.0080482,-0.67327,0.011625,0.023836,4.3796e-07,0.36,0.04,0
0.020193,0.0087657,0.027039,-3.4638e-05,0.0081012,-0.0003047,0,0,0.049237,-0.021153,0,-0.0015845,0,0,0,0.027042,-3.8067e-05,0.0081012,-0.64474,0.011702,0.024066,4.496e-07,0.4,0.04,0
0.022172,0.0089411,0.027254,-6.3284e-05,0.0081571,-0.0002626,0,0,0.049651,-0.021373,0,-0.0013655,0,0,0,0.027256,-6.5808e-05,0.0081571,-0.55073,0.011782,0.024279,4.6086e-07,0.44,0.04,0
0.024165,0.0091065,0.027437,-7.9525e-05,0.0082072,-0.00020077,0,0,0.049997,-0.021545,0,-0.001044,0,0,0,0.027438,-8.099e-05,0.0082072,-0.41803,0.011855,0.024452,4.7042e-07,0.48,0.04,0
0.026171,0.0092728,0.027571,-8.5713e-05,0.0082457,-0.00012904,0,0,0.050247,-0.021662,0,-0.00067099,0,0,0,0.027572,-8.6315e-05,0.0082457,-0.26731,0.01191,0.024575,4.7742e-07,0.52,0.04,0
0.028185,0.0094465,0.02765,-8.3881e-05,0.0082697,-5.5301e-05,0,0,0.050387,-0.021719,0,-0.00028756,0,0,0,0.02765,-8.3991e-05,0.0082697,-0.11425,0.011945,0.024643,4.8142e-07,0.56,0.04,0
0.030202,0.0096302,0.02767,-7.5694e-05,0.0082783,1.4138e-05,0,0,0.050419,-0.021721,0,7.3518e-05,0,0,0,0.02767,-7.5701e-05,0.0082783,0.029196,0.011958,0.024654,4.8234e-07,0.6,0.04,0
0.032219,0.0098232,0.027638,-6.2562e-05,0.0082725,7.4334e-05,0,0,0.050349,-0.021671,0,0.00038654,0,0,0,0.027638,-6.2761e-05,0.0082725,0.15375,0.011949,0.024615,4.8041e-07,0.64,0.04,0
0.03423,0.010022,0.02756,-4.5868e-05,0.0082543,0.00012157,0,0,0.050195,-0.02158,0,0.00063218,0,0,0,0.027561,-4.6403e-05,0.0082543,0.25232,0.011923,0.024533,4.761e-07,0.68,0.04,0
0.036234,0.010222,0.027449,-2.7133e-05,0.0082265,0.00015342,0,0,0.049978,-0.02146,0,0.00079776,0,0,0,0.02745,-2.799e-05,0.0082265,0.3199,0.011883,0.02442,4.7005e-07,0.72,0.04,0
0.038228,0.010415,0.027317,-7.998e-06,0.0081928,0.0001688,0,0,0.049724,-0.021322,0,0.00087773,0,0,0,0.027318,-9.0407e-06,0.0081928,0.35391,0.011834,0.024288,4.6298e-07,0.76,0.04,0
0.040212,0.010595,0.027178,9.9673e-06,0.0081565,0.00016804,0,0,0.049457,-0.021181,0,0.00087379,0,0,0,0.027179,8.928e-06,0.0081565,0.35436,0.011782,0.02415,4.5563e-07,0.8,0.04,0
0.042185,0.010754,0.027045,2.5502e-05,0.0081212,0.00015269,0,0,0.049202,-0.021049,0,0.00079401,0,0,0,0.027046,2.4639e-05,0.0081212,0.32378,0.011731,0.024019,4.4868e-07,0.84,0.04,0
0.044148,0.010885,0.026929,3.7811e-05,0.0080901,0.00012521,0,0,0.048982,-0.020936,0,0.00065111,0,0,0,0.02693,3.7228e-05,0.0080901,0.26677,0.011686,0.023906,4.427e-07,0.88,0.04,0
0.046104,0.010983,0.02684,4.6561e-05,0.0080659,8.8539e-05,0,0,0.048812,-0.02085,0,0.0004604,0,0,0,0.02684,4.6268e-05,0.0080659,0.18933,0.011651,0.023819,4.3812e-07,0.92,0.04,0
0.048053,0.011044,0.026783,5.1736e-05,0.0080505,4.5776e-05,0,0,0.048705,-0.020797,0,0.00023803,0,0,0,0.026783,5.1658e-05,0.0080505,0.098113,0.011629,0.023764,4.3526e-07,0.96,0.04,0
0.05,0.011064,0.026764,5.3443e-05,0.0080453,9.8395e-05,0,0,0.048669,-0.020779,0,0.00051165,0,0,0,0.026765,5.308e-05,0.0080453,0.21106,0.011621,0.023746,4.3431e-07,1,0.04,0
0,0,0.030263,0.01297,0.01297,0.0075977,0,0,0.044962,1.301e-18,0,0.039508,0,0,0,0.033127,0.010106,0.01297,20.653,0.018734,0.021731,4.9632e-07,0,0.08,0
0.0017985,0.0015803,0.029176,0.0075365,0.011014,0.0067415,0,0,0.047221,-0.0090406,0,0.035056,0,0,0,0.031104,0.005608,0.011014,15.963,0.015909,0.023269,5.3123e-07,0.04,0.08,0
0.0037777,0.0031353,0.029482,0.0036994,0.0099546,0.0049184,0,0,0.050773,-0.016263,0,0.025576,0,0,0,0.030389,0.0027931,0.0099546,10.441,0.014379,0.024803,5.6901e-07,0.08,0.08,0
0.0058603,0.0044353,0.029468,0.0023301,0.0095393,0.0030861,0,0,0.051813,-0.018744,0,0.016047,0,0,0,0.029814,0.0019836,0.0095393,6.4067,0.013779,0.024927,5.56e-07,0.12,0.08,0
0.0079228,0.0054326,0.028729,0.0014736,0.0090609,0.0017087,0,0,0.051138,-0.019727,0,0.0088855,0,0,0,0.028836,0.0013669,0.0090609,3.5734,0.013088,0.024544,5.154e-07,0.16,0.08,0
0.0099513,0.0061871,0.028098,0.00095277,0.0087153,0.00079918,0,0,0.050396,-0.020183,0,0.0041558,0,0,0,0.028122,0.00092926,0.0087153,1.6849,0.012589,0.024256,4.864e-07,0.2,0.08,0
0.011954,0.0067503,0.027684,0.00060432,0.0084865,0.00020354,0,0,0.049913,-0.020494,0,0.0010584,0,0,0,0.027685,0.00060279,0.0084865,0.43062,0.012258,0.024127,4.7024e-07,0.24,0.08,0
0.013944,0.0071685,0.027467,0.00035639,0.0083471,-0.00016901,0,0,0.049712,-0.020776,0,-0.00087887,0,0,0,0.027468,0.00035534,0.0083471,-0.35717,0.012057,0.024131,4.6387e-07,0.28,0.08,0
0.015931,0.0074804,0.027395,0.00017333,0.0082704,-0.00037994,0,0,0.049723,-0.021052,0,-0.0019757,0,0,0,0.0274,0.00016803,0.0082704,-0.7995,0.011946,0.02422,4.6389e-07,0.32,0.08,0
0.017922,0.0077191,0.027415,3.8212e-05,0.0082359,-0.00047148,0,0,0.049865,-0.021314,0,-0.0024517,0,0,0,0.027423,3.0095e-05,0.0082359,-0.98635,0.011896,0.02435,4.6761e-07,0.36,0.08,0
0.019921,0.0079117,0.027485,-5.8048e-05,0.0082282,-0.00047614,0,0,0.050069,-0.021544,0,-0.0024759,0,0,0,0.027494,-6.6277e-05,0.0082282,-0.99007,0.011885,0.02449,4.73e-07,0.4,0.08,0
0.021928,0.0080798,0.027574,-0.00012183,0.0082357,-0.00042046,0,0,0.05028,-0.02173,0,-0.0021864,0,0,0,0.027581,-0.00012821,0.0082357,-0.86955,0.011896,0.024617,4.7864e-07,0.44,0.08,0
0.023943,0.0082396,0.027659,-0.0001588,0.00825,-0.00032634,0,0,0.050463,-0.021863,0,-0.001697,0,0,0,0.027663,-0.00016262,0.00825,-0.67204,0.011917,0.024717,4.8356e-07,0.48,0.08,0
0.025965,0.0084023,0.027724,-0.00017419,0.008265,-0.00021162,0,0,0.050594,-0.021942,0,-0.0011004,0,0,0,0.027726,-0.00017579,0.008265,-0.43456,0.011938,0.024784,4.8711e-07,0.52,0.08,0
0.027991,0.0085743,0.027762,-0.00017243,0.0082768,-9.0535e-05,0,0,0.050661,-0.021968,0,-0.00047078,0,0,0,0.027762,-0.00017272,0.0082768,-0.18569,0.011955,0.024814,4.8897e-07,0.56,0.08,0
0.030018,0.0087584,0.027768,-0.00015697,0.0082833,2.5525e-05,0,0,0.05066,-0.021945,0,0.00013273,0,0,0,0.027768,-0.00015699,0.0082833,0.052373,0.011965,0.024806,4.8898e-07,0.6,0.08,0
0.032043,0.0089535,0.027743,-0.00013064,0.0082836,0.00012749,0,0,0.050593,-0.021877,0,0.00066295,0,0,0,0.027743,-0.00013122,0.0082836,0.26206,0.011965,0.024764,4.872e-07,0.64,0.08,0
0.034065,0.0091561,0.02769,-9.6255e-05,0.0082781,0.00020834,0,0,0.050471,-0.021773,0,0.0010834,0,0,0,0.027692,-9.7817e-05,0.0082781,0.42958,0.011957,0.024691,4.8387e-07,0.68,0.08,0
0.036081,0.0093603,0.027616,-5.7081e-05,0.0082677,0.00026329,0,0,0.050306,-0.021645,0,0.0013691,0,0,0,0.027619,-5.9586e-05,0.0082677,0.54505,0.011942,0.024596,4.7936e-07,0.72,0.08,0
0.03809,0.0095589,0.027529,-1.6768e-05,0.0082537,0.00029004,0,0,0.050116,-0.021503,0,0.0015082,0,0,0,0.027532,-1.9821e-05,0.0082537,0.60319,0.011922,0.024487,4.7414e-07,0.76,0.08,0
0.04009,0.0097439,0.027438,2.1151e-05,0.0082377,0.00028892,0,0,0.04992,-0.021363,0,0.0015024,0,0,0,0.027441,1.8107e-05,0.0082377,0.60371,0.011899,0.024375,4.6874e-07,0.8,0.08,0
0.042083,0.0099077,0.02735,5.3866e-05,0.0082213,0.00026257,0,0,0.049736,-0.021235,0,0.0013654,0,0,0,0.027353,5.134e-05,0.0082213,0.55107,0.011875,0.024271,4.6364e-07,0.84,0.08,0
0.044069,0.010043,0.027275,7.966e-05,0.0082063,0.00021526,0,0,0.049577,-0.021129,0,0.0011194,0,0,0,0.027276,7.7956e-05,0.0082063,0.45349,0.011853,0.024181,4.5926e-07,0.88,0.08,0
0.046049,0.010144,0.027216,9.7887e-05,0.0081942,0.00015216,0,0,0.049457,-0.02105,0,0.00079122,0,0,0,0.027217,9.7033e-05,0.0081942,0.32147,0.011836,0.024113,4.5593e-07,0.92,0.08,0
0.048026,0.010207,0.027179,0.00010861,0.0081864,7.8643e-05,0,0,0.049382,-0.021002,0,0.00040894,0,0,0,0.02718,0.00010838,0.0081864,0.16645,0.011825,0.024071,4.5385e-07,0.96,0.08,0
0.05,0.010228,0.027167,0.00011214,0.0081837,0.00010152,0,0,0.049356,-0.020986,0,0.0005279,0,0,0,0.027167,0.00011176,0.0081837,0.21499,0.011821,0.024058,4.5317e-07,1,0.08,0
0,0,0.028441,0.012189,0.012189,0.0062894,0,0,0.042255,-1.0842e-18,0,0.032705,0,0,0,0.03059,0.010039,0.012189,18.87,0.017606,0.019565,3.6904e-07,0,0.12,0
0.0016902,0.0013082,0.028026,0.0087972,0.011047,0.005869,0,0,0.044146,-0.0058497,0,0.030519,0,0,0,0.029676,0.0071474,0.011047,15.7,0.015957,0.020854,4.1144e-07,0.04,0.12,0
0.0035317,0.0026001,0.028546,0.0058055,0.010306,0.004941,0,0,0.047426,-0.0117,0,0.025693,0,0,0,0.029574,0.0047784,0.010306,11.744,0.014886,0.022546,4.7147e-07,0.08,0.12,0
0.0054843,0.0037431,0.028805,0.0037235,0.0097586,0.0035481,0,0,0.049521,-0.015691,0,0.01845,0,0,0,0.029298,0.0032313,0.0097586,7.8988,0.014096,0.023493,4.9667e-07,0.12,0.12,0
0.0074934,0.0046734,0.028762,0.0025045,0.0093798,0.0022343,0,0,0.050393,-0.017876,0,0.011618,0,0,0,0.02895,0.0023157,0.0093798,4.8292,0.013549,0.023899,5.0008e-07,0.16,0.12,0
0.0095157,0.0053926,0.028501,0.001683,0.0090551,0.0011947,0,0,0.050558,-0.019168,0,0.0062125,0,0,0,0.028554,0.0016299,0.0090551,2.5458,0.01308,0.024086,4.9439e-07,0.2,0.12,0
0.011538,0.005934,0.028241,0.0011017,0.0088027,0.00044761,0,0,0.050539,-0.020023,0,0.0023276,0,0,0,0.028248,0.0010943,0.0088027,0.94464,0.012715,0.024237,4.8965e-07,0.24,0.12,0
0.013559,0.0063353,0.02805,0.00066862,0.0086155,-5.2977e-05,0,0,0.050529,-0.020662,0,-0.00027548,0,0,0,0.02805,0.00066852,0.0086155,-0.11086,0.012445,0.024399,4.8789e-07,0.28,0.12,0
0.01558,0.006633,0.027936,0.00034008,0.0084829,-0.00035487,0,0,0.050578,-0.021171,0,-0.0018453,0,0,0,0.027941,0.00033552,0.0084829,-0.73664,0.012253,0.024567,4.8872e-07,0.32,0.12,0
0.017605,0.0068596,0.027884,9.3941e-05,0.0083935,-0.00050211,0,0,0.050676,-0.021579,0,-0.002611,0,0,0,0.027894,8.4872e-05,0.0083935,-1.0348,0.012124,0.024725,4.9106e-07,0.36,0.12,0
0.019634,0.0070422,0.027874,-8.2738e-05,0.0083374,-0.00053369,0,0,0.050795,-0.021892,0,-0.0027752,0,0,0,0.027884,-9.2922e-05,0.0083374,-1.0932,0.012043,0.024858,4.9393e-07,0.4,0.12,0
0.021669,0.0072028,0.027886,-0.00020053,0.0083056,-0.00048367,0,0,0.050909,-0.022116,0,-0.0025151,0,0,0,0.027894,-0.00020886,0.0083056,-0.9863,0.011997,0.02496,4.9663e-07,0.44,0.12,0
0.023707,0.0073575,0.027905,-0.00026987,0.0082906,-0.00038069,0,0,0.050998,-0.022257,0,-0.0019796,0,0,0,0.02791,-0.00027501,0.0082906,-0.77397,0.011975,0.025027,4.9872e-07,0.48,0.12,0
0.025749,0.0075175,0.027922,-0.00030061,0.0082863,-0.00024783,0,0,0.051052,-0.022326,0,-0.0012887,0,0,0,0.027924,-0.00030278,0.0082863,-0.50309,0.011969,0.025061,4.9996e-07,0.52,0.12,0
0.027791,0.0076891,0.027928,-0.00030082,0.0082883,-0.00010331,0,0,0.051064,-0.022332,0,-0.0005372,0,0,0,0.027929,-0.0003012,0.0082883,-0.20968,0.011972,0.025064,5.002e-07,0.56,0.12,0
0.029834,0.0078746,0.027921,-0.00027636,0.0082934,3.8298e-05,0,0,0.051032,-0.022281,0,0.00019915,0,0,0,0.027921,-0.00027642,0.0082934,0.077819,0.011979,0.025038,4.9933e-07,0.6,0.12,0
0.031874,0.0080731,0.027898,-0.00023171,0.0082999,0.00016489,0,0,0.050955,-0.022182,0,0.00085741,0,0,0,0.027899,-0.00023268,0.0082999,0.33583,0.011989,0.024983,4.9733e-07,0.64,0.12,0
0.03391,0.0082804,0.02786,-0.00017154,0.0083065,0.00026654,0,0,0.050839,-0.022043,0,0.001386,0,0,0,0.027862,-0.00017408,0.0083065,0.54474,0.011998,0.024904,4.9429e-07,0.68,0.12,0
0.035941,0.0084902,0.027809,-0.00010179,0.0083123,0.00033603,0,0,0.050693,-0.021877,0,0.0017474,0,0,0,0.027814,-0.00010583,0.0083123,0.68967,0.012007,0.024806,4.9043e-07,0.72,0.12,0
0.037965,0.0086949,0.027752,-2.9454e-05,0.0083167,0.00036964,0,0,0.050531,-0.0217,0,0.0019222,0,0,0,0.027757,-3.4371e-05,0.0083167,0.76217,0.012013,0.024698,4.861e-07,0.76,0.12,0
0.039983,0.008886,0.027692,3.8578e-05,0.0083193,0.0003675,0,0,0.05037,-0.02153,0,0.001911,0,0,0,0.027697,3.3695e-05,0.0083193,0.76124,0.012017,0.024591,4.8172e-07,0.8,0.12,0
0.041995,0.0090551,0.027637,9.6945e-05,0.0083202,0.00033313,0,0,0.050224,-0.02138,0,0.0017323,0,0,0,0.027641,9.2916e-05,0.0083202,0.69292,0.012018,0.024494,4.7768e-07,0.84,0.12,0
0.044001,0.0091948,0.02759,0.00014255,0.0083197,0.00027236,0,0,0.050103,-0.021261,0,0.0014162,0,0,0,0.027593,0.00013985,0.0083197,0.56846,0.012017,0.024413,4.7429e-07,0.88,0.12,0
0.046003,0.0092991,0.027554,0.00017446,0.0083187,0.00019204,0,0,0.050013,-0.021175,0,0.00099862,0,0,0,0.027556,0.00017311,0.0083187,0.40184,0.012016,0.024354,4.7177e-07,0.92,0.12,0
0.048002,0.0093635,0.027532,0.00019306,0.0083176,9.9091e-05,0,0,0.049959,-0.021124,0,0.00051527,0,0,0,0.027533,0.0001927,0.0083176,0.20766,0.012014,0.024318,4.7022e-07,0.96,0.12,0
0.05,0.0093852,0.027525,0.00019915,0.0083173,0.00010461,0,0,0.04994,-0.021107,0,0.00054398,0,0,0,0.027525,0.00019875,0.0083173,0.21934,0.012014,0.024307,4.6973e-07,1,0.12,0
0,0,0.027594,0.011826,0.011826,0.0053478,0,0,0.040997,6.5052e-19,0,0.027809,0,0,0,0.029237,0.010183,0.011826,17.075,0.017082,0.018287,3.0558e-07,0,0.16,0
0.0016399,0.0011123,0.027342,0.0093381,0.011004,0.0051036,0,0,0.042479,-0.0043314,0,0.026539,0,0,0,0.028688,0.007992,0.011004,14.775,0.015895,0.019366,3.4283e-07,0.04,0.16,0
0.0033983,0.0021993,0.027905,0.0070487,0.010486,0.0044707,0,0,0.045289,-0.0089372,0,0.023248,0,0,0,0.028823,0.0061307,0.010486,11.603,0.015147,0.020858,3.9844e-07,0.08,0.16,0
0.005263,0.00318,0.028309,0.0050861,0.010019,0.003475,0,0,0.047555,-0.012824,0,0.01807,0,0,0,0.028818,0.0045773,0.010019,8.3305,0.014471,0.02203,4.3823e-07,0.12,0.16,0
0.0072027,0.0040025,0.028503,0.0036086,0.0096333,0.0023759,0,0,0.04906,-0.015664,0,0.012355,0,0,0,0.028727,0.0033839,0.0096333,5.4035,0.013915,0.022868,4.6307e-07,0.16,0.16,0
0.0091878,0.0046537,0.028523,0.0025288,0.0093156,0.001392,0,0,0.049939,-0.017646,0,0.0072384,0,0,0,0.028597,0.0024545,0.0093156,3.0566,0.013456,0.023477,4.7819e-07,0.2,0.16,0
0.011198,0.0051485,0.028447,0.0017048,0.0090456,0.00061498,0,0,0.050444,-0.019086,0,0.0031979,0,0,0,0.028461,0.0016907,0.0090456,1.3167,0.013066,0.023956,4.8817e-07,0.24,0.16,0
0.013223,0.0055155,0.028351,0.0010619,0.008824,6.0984e-05,0,0,0.050771,-0.020181,0,0.00031712,0,0,0,0.028351,0.0010618,0.008824,0.12804,0.012746,0.024355,4.9581e-07,0.28,0.16,0
0.01526,0.0057867,0.028268,0.00055984,0.0086484,-0.00029037,0,0,0.051012,-0.02103,0,-0.0015099,0,0,0,0.028271,0.00055679,0.0086484,-0.60033,0.012492,0.024684,5.0192e-07,0.32,0.16,0
0.017304,0.0059928,0.028207,0.00017822,0.0085156,-0.00047332,0,0,0.051198,-0.021677,0,-0.0024612,0,0,0,0.028215,0.00017023,0.0085156,-0.96717,0.0123,0.024942,5.066e-07,0.36,0.16,0
0.019355,0.0061604,0.028166,-9.7172e-05,0.0084206,-0.00052661,0,0,0.051338,-0.022146,0,-0.0027384,0,0,0,0.028176,-0.00010698,0.0084206,-1.0671,0.012163,0.025129,5.0983e-07,0.4,0.16,0
0.021411,0.0063106,0.028139,-0.00028125,0.0083573,-0.00048751,0,0,0.051432,-0.02246,0,-0.0025351,0,0,0,0.028147,-0.00028961,0.0083573,-0.98245,0.012072,0.025249,5.1177e-07,0.44,0.16,0
0.02347,0.0064591,0.028122,-0.00039086,0.0083193,-0.00038794,0,0,0.051486,-0.022646,0,-0.0020173,0,0,0,0.028127,-0.00039614,0.0083193,-0.77938,0.012017,0.025317,5.1267e-07,0.48,0.16,0
