"Displacements:0","Displacements:1","Stress/Strain:0","Stress/Strain:1","Stress/Strain:2","Stress/Strain:3","Stress/Strain:4","Stress/Strain:5","Stress/Strain:6","Stress/Strain:7","Stress/Strain:8","Stress/Strain:9","Stress/Strain:10","Stress/Strain:11","Stress/Strain:12","Principal Stress:0","Principal Stress:1","Principal Stress:2","Principal Stress:3","Principal Stress:4","Principal Stress:5","Principal Stress:6","nodes:0","nodes:1","nodes:2"
0.020144,0.0087166,0.028053,3.4802e-05,0.0084263,-0.00020937,0,0,0.051029,-0.021818,0,-0.0010887,0,0,0,0.028054,3.3238e-05,0.0084263,-0.42812,0.012171,0.024909,5.0062e-07,0.4,0,0
0.022207,0.0089166,0.028487,7.3763e-05,0.0085682,-8.145e-05,0,0,0.051789,-0.022086,0,-0.00042354,0,0,0,0.028487,7.353e-05,0.0085682,-0.16424,0.012376,0.025261,5.2334e-07,0.44,0,0
0.024287,0.0092003,0.02852,8.6481e-05,0.008582,4.024e-05,0,0,0.051839,-0.022088,0,0.00020925,0,0,0,0.02852,8.6425e-05,0.008582,0.081086,0.012396,0.02528,5.2492e-07,0.48,0,0
0.026355,0.0095604,0.028223,7.7931e-05,0.0084903,0.00012786,0,0,0.051305,-0.021872,0,0.00066489,0,0,0,0.028224,7.735e-05,0.0084903,0.26029,0.012264,0.025024,5.0887e-07,0.52,0,0
0.028391,0.0099718,0.027732,5.1584e-05,0.0083351,0.00016385,0,0,0.050432,-0.021537,0,0.00085201,0,0,0,0.027733,5.0614e-05,0.0083351,0.33913,0.01204,0.024609,4.8327e-07,0.56,0,0
0.030389,0.010401,0.027204,9.4669e-06,0.008164,0.00015007,0,0,0.049504,-0.021202,0,0.00078036,0,0,0,0.027205,8.6388e-06,0.008164,0.31617,0.011792,0.024173,4.5691e-07,0.6,0,0
0.032352,0.010815,0.02677,-4.1118e-05,0.0080187,0.00010176,0,0,0.048754,-0.020955,0,0.00052916,0,0,0,0.02677,-4.1505e-05,0.0080187,0.21746,0.011583,0.023827,4.3625e-07,0.64,0,0
0.03429,0.01119,0.026505,-8.9967e-05,0.0079245,4.0569e-05,0,0,0.048309,-0.020838,0,0.00021096,0,0,0,0.026505,-9.0029e-05,0.0079245,0.087402,0.011447,0.02363,4.2424e-07,0.68,0,0
0.036216,0.01151,0.026424,-0.00012785,0.0078887,-1.6318e-05,0,0,0.048191,-0.020843,0,-8.4856e-05,0,0,0,0.026424,-0.00012786,0.0078887,-0.035214,0.011395,0.023588,4.2098e-07,0.72,0,0
0.038145,0.011771,0.026497,-0.00015156,0.0079036,-5.8241e-05,0,0,0.048342,-0.020943,0,-0.00030285,0,0,0,0.026497,-0.00015169,0.0079036,-0.12522,0.011416,0.023672,4.249e-07,0.76,0,0
0.040084,0.011974,0.026673,-0.0001619,0.0079535,-8.1558e-05,0,0,0.048672,-0.0211,0,-0.0004241,0,0,0,0.026674,-0.00016215,0.0079535,-0.17413,0.011488,0.023838,4.3362e-07,0.8,0,0
0.042038,0.012127,0.026898,-0.00016262,0.0080207,-8.6956e-05,0,0,0.049082,-0.021277,0,-0.00045217,0,0,0,0.026898,-0.0001629,0.0080207,-0.18411,0.011585,0.024038,4.4465e-07,0.84,0,0
0.04401,0.012235,0.027122,-0.00015789,0.0080892,-7.7591e-05,0,0,0.049485,-0.021442,0,-0.00040347,0,0,0,0.027122,-0.00015811,0.0080892,-0.16296,0.011684,0.024233,4.5574e-07,0.88,0,0
0.045997,0.012307,0.027307,-0.00015159,0.0081467,-5.742e-05,0,0,0.049818,-0.021576,0,-0.00029858,0,0,0,0.027307,-0.00015171,0.0081467,-0.11981,0.011768,0.024393,4.65e-07,0.92,0,0
0.047996,0.012347,0.027428,-0.00014663,0.0081845,-3.0365e-05,0,0,0.050034,-0.021661,0,-0.0001579,0,0,0,0.027428,-0.00014667,0.0081845,-0.063094,0.011822,0.024496,4.711e-07,0.96,0,0
0.05,0.01236,0.02747,-0.00014479,0.0081976,6.3124e-05,0,0,0.050109,-0.02169,0,0.00032824,0,0,0,0.02747,-0.00014493,0.0081976,0.13097,0.011841,0.024532,4.7323e-07,1,0,0
0,0,0.03367,0.01443,0.01443,0.010331,0,0,0.050023,4.7705e-18,0,0.053721,0,0,0,0.038166,0.0099334,0.01443,23.521,0.020843,0.026275,8.4038e-07,0,0.04,0
0.0020009,0.0021488,0.030867,0.0033098,0.010253,0.0064741,0,0,0.053597,-0.018053,0,0.033665,0,0,0,0.032313,0.0018647,0.010253,12.583,0.01481,0.02724,7.159e-07,0.04,0.04,0
0.0042878,0.0040965,0.031314,0.0025993,0.010174,0.0038747,0,0,0.054964,-0.019694,0,0.020148,0,0,0,0.031828,0.0020856,0.010174,7.5515,0.014696,0.026635,6.7731e-07,0.08,0.04,0
0.006398,0.0054446,0.02873,0.0014733,0.0090608,0.0019113,0,0,0.051139,-0.019728,0,0.0099387,0,0,0,0.028863,0.0013399,0.0090608,3.9917,0.013088,0.024589,5.1746e-07,0.12,0.04,0
0.0083789,0.0063836,0.027126,0.00093896,0.0084196,0.00084078,0,0,0.048638,-0.01945,0,0.004372,0,0,0,0.027153,0.00091199,0.0084196,1.837,0.012162,0.023409,4.3758e-07,0.16,0.04,0
0.010289,0.0069974,0.026341,0.00063395,0.0080926,0.00014245,0,0,0.047447,-0.019392,0,0.00074074,0,0,0,0.026342,0.00063316,0.0080926,0.31748,0.011689,0.022909,4.04e-07,0.2,0.04,0
0.012175,0.0073653,0.026129,0.00041366,0.0079627,-0.00031616,0,0,0.047232,-0.019628,0,-0.001644,0,0,0,0.026133,0.00040978,0.0079627,-0.7043,0.011502,0.022901,3.9822e-07,0.24,0.04,0
0.014068,0.0075608,0.02628,0.00020537,0.0079456,-0.00058658,0,0,0.047669,-0.020125,0,-0.0030502,0,0,0,0.026293,0.00019218,0.0079456,-1.2881,0.011477,0.023216,4.0938e-07,0.28,0.04,0
0.015988,0.0076591,0.026627,1.1966e-06,0.0079886,-0.00067715,0,0,0.048461,-0.020767,0,-0.0035212,0,0,0,0.026645,-1.6013e-05,0.0079886,-1.4559,0.011539,0.023695,4.2969e-07,0.32,0.04,0
0.017944,0.0077329,0.027032,-0.00016838,0.0080592,-0.00060723,0,0,0.04933,-0.021392,0,-0.0031576,0,0,0,0.027046,-0.00018192,0.0080592,-1.2782,0.011641,0.024184,4.5232e-07,0.36,0.04,0
0.019935,0.0078439,0.027385,-0.00027215,0.0081337,-0.00041873,0,0,0.050052,-0.021855,0,-0.0021774,0,0,0,0.027391,-0.00027849,0.0081337,-0.86721,0.011749,0.024568,4.7155e-07,0.4,0.04,0
0.021949,0.0080332,0.027611,-0.00030051,0.0081931,-0.00017366,0,0,0.050486,-0.022083,0,-0.00090304,0,0,0,0.027612,-0.00030159,0.0081931,-0.35647,0.011834,0.024783,4.8343e-07,0.44,0.04,0
0.023973,0.0083168,0.027685,-0.00025406,0.0082293,6.4706e-05,0,0,0.050585,-0.022057,0,0.00033647,0,0,0,0.027685,-0.00025421,0.0082293,0.1327,0.011887,0.02481,4.8641e-07,0.48,0.04,0
0.025995,0.0086855,0.027627,-0.00014546,0.0082446,0.00023642,0,0,0.050396,-0.021814,0,0.0012294,0,0,0,0.02763,-0.00014748,0.0082446,0.4877,0.011909,0.024675,4.8154e-07,0.52,0.04,0
0.028005,0.0091103,0.027488,-1.4574e-05,0.008242,0.00030691,0,0,0.05004,-0.021467,0,0.0015959,0,0,0,0.027491,-1.7998e-05,0.008242,0.63928,0.011905,0.024449,4.72e-07,0.56,0.04,0
0.029999,0.009553,0.027328,8.9878e-05,0.0082254,0.00027626,0,0,0.049667,-0.021153,0,0.0014365,0,0,0,0.027331,8.7076e-05,0.0082254,0.58103,0.011881,0.024223,4.6188e-07,0.6,0.04,0
0.031978,0.0099772,0.027204,0.00014163,0.0082036,0.00017848,0,0,0.0494,-0.020961,0,0.0009281,0,0,0,0.027205,0.00014045,0.0082036,0.37786,0.01185,0.024068,4.5454e-07,0.64,0.04,0
0.033951,0.010356,0.027151,0.000145,0.0081887,5.5607e-05,0,0,0.049301,-0.020914,0,0.00028916,0,0,0,0.027151,0.00014488,0.0081887,0.11798,0.011828,0.024016,4.5174e-07,0.68,0.04,0
0.035923,0.010676,0.027177,0.00011609,0.008188,-5.6995e-05,0,0,0.049372,-0.020987,0,-0.00029637,0,0,0,0.027177,0.00011597,0.008188,-0.12067,0.011827,0.024063,4.536e-07,0.72,0.04,0
0.0379,0.010933,0.027273,7.3021e-05,0.0082037,-0.00013922,0,0,0.049579,-0.02114,0,-0.00072395,0,0,0,0.027273,7.2309e-05,0.0082037,-0.29326,0.01185,0.024183,4.5922e-07,0.76,0.04,0
0.039889,0.01113,0.027413,2.8033e-05,0.0082324,-0.0001835,0,0,0.04987,-0.021331,0,-0.00095422,0,0,0,0.027415,2.6804e-05,0.0082324,-0.38391,0.011891,0.024345,4.6724e-07,0.8,0.04,0
0.04189,0.011276,0.027572,-1.1141e-05,0.0082683,-0.00019133,0,0,0.05019,-0.021527,0,-0.0009949,0,0,0,0.027574,-1.2468e-05,0.0082683,-0.39739,0.011943,0.024518,4.7614e-07,0.84,0.04,0
0.043904,0.011377,0.027724,-4.1274e-05,0.0083048,-0.00016895,0,0,0.05049,-0.0217,0,-0.00087853,0,0,0,0.027725,-4.2302e-05,0.0083048,-0.34862,0.011996,0.024676,4.8458e-07,0.88,0.04,0
0.045929,0.011444,0.027847,-6.1865e-05,0.0083356,-0.00012439,0,0,0.05073,-0.021833,0,-0.00064681,0,0,0,0.027848,-6.242e-05,0.0083356,-0.25535,0.01204,0.024802,4.9143e-07,0.92,0.04,0
0.047962,0.011481,0.027927,-7.3651e-05,0.0083561,-6.5621e-05,0,0,0.050885,-0.021917,0,-0.00034123,0,0,0,0.027927,-7.3804e-05,0.0083561,-0.13427,0.01207,0.024881,4.9587e-07,0.96,0.04,0
0.05,0.011493,0.027955,-7.7466e-05,0.0083632,5.7485e-05,0,0,0.050938,-0.021946,0,0.00029892,0,0,0,0.027955,-7.7584e-05,0.0083632,0.11749,0.01208,0.024909,4.9741e-07,1,0.04,0
0,0,0.030303,0.012987,0.012987,0.0082785,0,0,0.045022,-1.301e-18,0,0.043048,0,0,0,0.033624,0.0096663,0.012987,21.858,0.018759,0.022482,5.4095e-07,0,0.08,0
0.0018009,0.0017219,0.029266,0.0078766,0.011143,0.0074084,0,0,0.04712,-0.0084919,0,0.038524,0,0,0,0.031581,0.0055613,0.011143,17.356,0.016095,0.023727,5.6014e-07,0.04,0.08,0
0.0037696,0.0033573,0.029433,0.0040421,0.010042,0.0054066,0,0,0.050415,-0.015601,0,0.028114,0,0,0,0.030536,0.0029388,0.010042,11.534,0.014506,0.02482,5.7384e-07,0.08,0.08,0
0.0058341,0.0046675,0.029303,0.0026794,0.0095947,0.0033651,0,0,0.051241,-0.01798,0,0.017498,0,0,0,0.029722,0.0022607,0.0095947,7.0933,0.013859,0.024627,5.4397e-07,0.12,0.08,0
0.0078689,0.0055976,0.02844,0.0018367,0.009083,0.0017534,0,0,0.050328,-0.01884,0,0.0091179,0,0,0,0.028555,0.0017216,0.009083,3.7548,0.01312,0.024015,4.9245e-07,0.16,0.08,0
0.0098604,0.0062105,0.027706,0.0013144,0.008706,0.000601,0,0,0.049399,-0.019218,0,0.0031252,0,0,0,0.027719,0.0013008,0.008706,1.3039,0.012575,0.023604,4.5808e-07,0.2,0.08,0
0.011821,0.0065702,0.027228,0.00089598,0.0084372,-0.0002174,0,0,0.048856,-0.019607,0,-0.0011305,0,0,0,0.02723,0.00089419,0.0084372,-0.473,0.012187,0.023491,4.4168e-07,0.24,0.08,0
0.013769,0.0067482,0.026995,0.00047743,0.0082417,-0.00073075,0,0,0.048758,-0.020187,0,-0.0037999,0,0,0,0.027015,0.00045731,0.0082417,-1.5773,0.011905,0.023647,4.3931e-07,0.28,0.08,0
0.015721,0.006823,0.026935,4.7577e-05,0.0080949,-0.00094653,0,0,0.048985,-0.020923,0,-0.004922,0,0,0,0.026969,1.4297e-05,0.0080949,-2.0137,0.011693,0.023959,4.4502e-07,0.32,0.08,0
0.017688,0.0068738,0.026985,-0.00030128,0.0080052,-0.00088702,0,0,0.049348,-0.021597,0,-0.0046125,0,0,0,0.027014,-0.00033009,0.0080052,-1.8599,0.011563,0.024275,4.5331e-07,0.36,0.08,0
0.019669,0.0069682,0.027083,-0.00050235,0.0079743,-0.0006405,0,0,0.049683,-0.022039,0,-0.0033306,0,0,0,0.027098,-0.00051721,0.0079743,-1.3294,0.011518,0.024499,4.6078e-07,0.4,0.08,0
0.021662,0.00715,0.027176,-0.00056692,0.0079827,-0.00029645,0,0,0.049902,-0.022229,0,-0.0015416,0,0,0,0.027179,-0.00057009,0.0079827,-0.61216,0.011531,0.024614,4.6581e-07,0.44,0.08,0
0.023661,0.0074358,0.02724,-0.00049582,0.0080232,4.825e-05,0,0,0.049963,-0.022149,0,0.0002509,0,0,0,0.02724,-0.00049591,0.0080232,0.099675,0.011589,0.024608,4.6763e-07,0.48,0.08,0
0.025659,0.0078152,0.027282,-0.00028261,0.0080998,0.00030711,0,0,0.049874,-0.021794,0,0.001597,0,0,0,0.027286,-0.00028603,0.0080998,0.63826,0.0117,0.024481,4.6628e-07,0.52,0.08,0
0.027651,0.0082544,0.027316,-1.0125e-05,0.0081918,0.00040294,0,0,0.049723,-0.021325,0,0.0020953,0,0,0,0.027322,-1.6065e-05,0.0081918,0.84461,0.011833,0.024297,4.6331e-07,0.56,0.08,0
0.029637,0.0087089,0.027358,0.00019569,0.0082661,0.00034253,0,0,0.049639,-0.020983,0,0.0017812,0,0,0,0.027362,0.00019137,0.0082661,0.72238,0.01194,0.024167,4.6155e-07,0.6,0.08,0
0.031623,0.0091385,0.027434,0.00028954,0.008317,0.00017965,0,0,0.049704,-0.020872,0,0.00093416,0,0,0,0.027435,0.00028836,0.008317,0.37917,0.012013,0.024155,4.6344e-07,0.64,0.08,0
0.033614,0.0095167,0.027549,0.00028441,0.00835,-1.1217e-05,0,0,0.049917,-0.020971,0,-5.833e-05,0,0,0,0.027549,0.00028441,0.00835,-0.023573,0.012061,0.024259,4.6933e-07,0.68,0.08,0
0.035616,0.0098309,0.027699,0.00022275,0.0083765,-0.00018082,0,0,0.050238,-0.0212,0,-0.00094026,0,0,0,0.0277,0.00022156,0.0083765,-0.37704,0.012099,0.024444,4.7833e-07,0.72,0.08,0
0.037633,0.01008,0.027866,0.00013342,0.0083997,-0.00029909,0,0,0.050611,-0.021492,0,-0.0015553,0,0,0,0.027869,0.00013019,0.0083997,-0.61784,0.012133,0.024666,4.8889e-07,0.76,0.08,0
0.039665,0.010268,0.028035,4.247e-05,0.0084231,-0.00035615,0,0,0.05099,-0.02179,0,-0.001852,0,0,0,0.028039,3.7939e-05,0.0084231,-0.72884,0.012167,0.024891,4.997e-07,0.8,0.08,0
0.041712,0.010405,0.028192,-3.5759e-05,0.0084468,-0.00035509,0,0,0.051337,-0.022055,0,-0.0018464,0,0,0,0.028196,-4.0225e-05,0.0084468,-0.7206,0.012201,0.025094,5.0967e-07,0.84,0.08,0
0.043772,0.010499,0.028325,-9.5331e-05,0.008469,-0.00030635,0,0,0.051627,-0.022267,0,-0.001593,0,0,0,0.028329,-9.8633e-05,0.008469,-0.6175,0.012233,0.025258,5.1802e-07,0.88,0.08,0
0.045842,0.01056,0.028427,-0.00013584,0.0084873,-0.00022272,0,0,0.051843,-0.02242,0,-0.0011581,0,0,0,0.028428,-0.00013758,0.0084873,-0.44673,0.012259,0.025378,5.2426e-07,0.92,0.08,0
0.047919,0.010594,0.02849,-0.00015899,0.0084992,-0.00011676,0,0,0.051975,-0.022511,0,-0.00060714,0,0,0,0.02849,-0.00015947,0.0084992,-0.2335,0.012277,0.02545,5.281e-07,0.96,0.08,0
0.05,0.010605,0.028511,-0.00016648,0.0085034,5.2161e-05,0,0,0.05202,-0.022542,0,0.00027124,0,0,0,0.028511,-0.00016658,0.0085034,0.10421,0.012283,0.025474,5.2941e-07,1,0.08,0
0,0,0.029035,0.012443,0.012443,0.0070649,0,0,0.043137,2.1684e-19,0,0.036737,0,0,0,0.031635,0.0098427,0.012443,20.21,0.017974,0.020616,4.2596e-07,0,0.12,0
0.0017255,0.0014695,0.028641,0.0092749,0.011375,0.0066445,0,0,0.044892,-0.0054597,0,0.034551,0,0,0,0.030702,0.0072144,0.011375,17.229,0.01643,0.021708,4.6102e-07,0.04,0.12,0
0.0035914,0.0028485,0.029027,0.0063158,0.010603,0.0055588,0,0,0.047902,-0.011146,0,0.028906,0,0,0,0.030314,0.0050282,0.010603,13.042,0.015315,0.023011,5.0413e-07,0.08,0.12,0
0.0055576,0.0040063,0.029116,0.0042543,0.010011,0.0039955,0,0,0.049673,-0.014968,0,0.020777,0,0,0,0.029742,0.0036279,0.010011,8.9093,0.01446,0.02358,5.1069e-07,0.12,0.12,0
0.0075652,0.0048764,0.028853,0.0030787,0.0095794,0.0024759,0,0,0.050111,-0.016902,0,0.012875,0,0,0,0.029088,0.002843,0.0095794,5.4378,0.013837,0.023609,4.9497e-07,0.16,0.12,0
0.0095665,0.0054599,0.028315,0.0022668,0.0091746,0.0011938,0,0,0.049765,-0.01796,0,0.0062078,0,0,0,0.02837,0.0022121,0.0091746,2.6186,0.013252,0.023464,4.7186e-07,0.2,0.12,0
0.011546,0.0057967,0.027785,0.0016206,0.0088217,0.00020135,0,0,0.049305,-0.018723,0,0.001047,0,0,0,0.027787,0.001619,0.0088217,0.44089,0.012743,0.023413,4.5493e-07,0.24,0.12,0
0.013511,0.0059458,0.027331,0.00091433,0.0084736,-0.00050102,0,0,0.049029,-0.019654,0,-0.0026053,0,0,0,0.027341,0.00090484,0.0084736,-1.0861,0.01224,0.023581,4.4695e-07,0.28,0.12,0
0.015469,0.0059852,0.026979,0.00014133,0.0081361,-0.00082975,0,0,0.048992,-0.020786,0,-0.0043147,0,0,0,0.027005,0.0001157,0.0081361,-1.7692,0.011752,0.02391,4.45e-07,0.32,0.12,0
0.01743,0.0060052,0.026752,-0.00044844,0.0078912,-0.00084723,0,0,0.049039,-0.021683,0,-0.0044056,0,0,0,0.026779,-0.0004748,0.0078912,-1.7823,0.011398,0.024182,4.4408e-07,0.36,0.12,0
0.019392,0.0060808,0.026665,-0.00072188,0.0077831,-0.00065902,0,0,0.049094,-0.022113,0,-0.0034269,0,0,0,0.026681,-0.00073773,0.0077831,-1.3776,0.011242,0.024306,4.4361e-07,0.4,0.12,0
0.021358,0.0062549,0.026673,-0.00084431,0.0077486,-0.00040092,0,0,0.049203,-0.022342,0,-0.0020848,0,0,0,0.026679,-0.00085015,0.0077486,-0.83454,0.011192,0.024394,4.4532e-07,0.44,0.12,0
0.023328,0.0065448,0.026757,-0.00081663,0.0077821,-7.2784e-05,0,0,0.049335,-0.022357,0,-0.00037848,0,0,0,0.026757,-0.00081682,0.0077821,-0.15124,0.011241,0.024437,4.4867e-07,0.48,0.12,0
0.025305,0.0069419,0.02693,-0.00047756,0.0079357,0.00018995,0,0,0.049385,-0.021874,0,0.00098773,0,0,0,0.026931,-0.00047888,0.0079357,0.39706,0.011463,0.02432,4.5172e-07,0.52,0.12,0
0.027279,0.0074043,0.027154,1.6463e-05,0.008151,0.00028693,0,0,0.049407,-0.02115,0,0.001492,0,0,0,0.027157,1.3429e-05,0.008151,0.60572,0.011774,0.024127,4.544e-07,0.56,0.12,0
0.029257,0.0078744,0.027396,0.00036056,0.0083269,0.00017687,0,0,0.049579,-0.020712,0,0.00091974,0,0,0,0.027397,0.00035941,0.0083269,0.37483,0.012028,0.024064,4.6017e-07,0.6,0.12,0
0.031245,0.0083074,0.027653,0.00047864,0.0084396,-1.3465e-05,0,0,0.049956,-0.020698,0,-7.0018e-05,0,0,0,0.027653,0.00047864,0.0084396,-0.02839,0.01219,0.024197,4.7099e-07,0.64,0.12,0
0.033253,0.0086787,0.027943,0.00046989,0.0085238,-0.00022416,0,0,0.050489,-0.02094,0,-0.0011657,0,0,0,0.027945,0.00046806,0.0085238,-0.46746,0.012312,0.024465,4.8634e-07,0.68,0.12,0
0.035284,0.0089802,0.028213,0.00035524,0.0085703,-0.00039702,0,0,0.05107,-0.021359,0,-0.0020645,0,0,0,0.028218,0.00034958,0.0085703,-0.81635,0.012379,0.024802,5.0322e-07,0.72,0.12,0
0.037339,0.0092136,0.02846,0.00019925,0.0085977,-0.00050494,0,0,0.051641,-0.021836,0,-0.0026257,0,0,0,0.028469,0.00019023,0.0085977,-1.0233,0.012419,0.025152,5.2e-07,0.76,0.12,0
0.039416,0.0093872,0.028672,4.329e-05,0.0086146,-0.00053904,0,0,0.052149,-0.022285,0,-0.002803,0,0,0,0.028682,3.3144e-05,0.0086146,-1.0783,0.012443,0.025467,5.3498e-07,0.8,0.12,0
0.041511,0.0095112,0.028845,-8.7849e-05,0.0086271,-0.00050702,0,0,0.052566,-0.022659,0,-0.0026365,0,0,0,0.028854,-9.6731e-05,0.0086271,-1.0036,0.012461,0.025723,5.4727e-07,0.84,0.12,0
0.043621,0.009596,0.028976,-0.00018651,0.008637,-0.0004228,0,0,0.052883,-0.022941,0,-0.0021986,0,0,0,0.028983,-0.00019263,0.008637,-0.83043,0.012476,0.025914,5.5658e-07,0.88,0.12,0
0.045742,0.0096501,0.029068,-0.00025321,0.0086445,-0.00030134,0,0,0.053102,-0.023134,0,-0.0015669,0,0,0,0.029071,-0.00025631,0.0086445,-0.58875,0.012486,0.026044,5.6298e-07,0.92,0.12,0
0.047869,0.0096801,0.029122,-0.00029124,0.0086493,-0.00015633,0,0,0.05323,-0.023245,0,-0.00081292,0,0,0,0.029123,-0.00029207,0.0086493,-0.30451,0.012493,0.026119,5.6671e-07,0.96,0.12,0
0.05,0.0096896,0.02914,-0.00030354,0.0086509,4.5833e-05,0,0,0.053272,-0.023282,0,0.00023833,0,0,0,0.02914,-0.00030362,0.0086509,0.089188,0.012496,0.026143,5.6793e-07,1,0.12,0
0,0,0.028884,0.012379,0.012379,0.0061786,0,0,0.042914,2.1684e-19,0,0.032129,0,0,0,0.030941,0.010322,0.012379,18.411,0.017881,0.019671,3.7657e-07,0,0.16,0
0.0017166,0.0012852,0.028611,0.0099422,0.011566,0.0059617,0,0,0.044316,-0.0042215,0,0.031001,0,0,0,0.030352,0.0082007,0.011566,16.283,0.016706,0.020675,4.1366e-07,0.04,0.16,0
0.0035453,0.0024657,0.029046,0.0076495,0.011009,0.0052233,0,0,0.046897,-0.0087339,0,0.027161,0,0,0,0.030253,0.0064424,0.011009,13.012,0.015901,0.021888,4.6053e-07,0.08,0.16,0
0.0054683,0.0034701,0.029243,0.0057359,0.010494,0.0041481,0,0,0.048749,-0.01237,0,0.02157,0,0,0,0.029954,0.0050253,0.010494,9.7196,0.015158,0.022694,4.848e-07,0.12,0.16,0
0.0074452,0.0042455,0.029116,0.0043429,0.010038,0.002933,0,0,0.049604,-0.014806,0,0.015251,0,0,0,0.029458,0.0040004,0.010038,6.6608,0.014499,0.02304,4.858e-07,0.16,0.16,0
0.0094366,0.0047737,0.028714,0.0033208,0.0096104,0.0017897,0,0,0.049669,-0.016353,0,0.0093066,0,0,0,0.028839,0.0031953,0.0096104,4.0119,0.013882,0.023114,4.7339e-07,0.2,0.16,0
0.011419,0.0050724,0.028038,0.0023554,0.0091179,0.00081044,0,0,0.049191,-0.017583,0,0.0042143,0,0,0,0.028063,0.0023299,0.0091179,1.8057,0.01317,0.0231,4.5362e-07,0.24,0.16,0
0.013372,0.0051759,0.027428,0.0015266,0.0086864,0.00010804,0,0,0.048728,-0.018616,0,0.00056182,0,0,0,0.027428,0.0015261,0.0086864,0.23899,0.012547,0.023167,4.3901e-07,0.28,0.16,0
0.015317,0.00516,0.026684,0.0002798,0.0080892,-0.00037126,0,0,0.048347,-0.020304,0,-0.0019305,0,0,0,0.02669,0.00027458,0.0080892,-0.80539,0.011684,0.023503,4.2678e-07,0.32,0.16,0
0.01724,0.0051392,0.026035,-0.00060663,0.0076285,-0.00039091,0,0,0.047857,-0.021411,0,-0.0020327,0,0,0,0.026041,-0.00061236,0.0076285,-0.84046,0.011019,0.023636,4.1074e-07,0.36,0.16,0
0.019145,0.0051992,0.025791,-0.00058712,0.0075612,-0.0004764,0,0,0.047398,-0.021186,0,-0.0024773,0,0,0,0.0258,-0.00059572,0.0075612,-1.0343,0.010922,0.023408,3.9927e-07,0.4,0.16,0
0.021032,0.0053626,0.025755,-0.00078218,0.0074918,-0.00056988,0,0,0.047484,-0.021512,0,-0.0029634,0,0,0,0.025767,-0.00079441,0.0074918,-1.2297,0.010821,0.023539,4.008e-07,0.44,0.16,0
0.022944,0.0056473,0.025909,-0.0012021,0.0074121,-0.00048594,0,0,0.048092,-0.022397,0,-0.0025269,0,0,0,0.025918,-0.0012108,0.0074121,-1.0265,0.010706,0.024008,4.1406e-07,0.48,0.16,0
