"Displacements:0","Displacements:1","Stress/Strain:0","Stress/Strain:1","Stress/Strain:2","Stress/Strain:3","Stress/Strain:4","Stress/Strain:5","Stress/Strain:6","Stress/Strain:7","Stress/Strain:8","Stress/Strain:9","Stress/Strain:10","Stress/Strain:11","Stress/Strain:12","Principal Stress:0","Principal Stress:1","Principal Stress:2","Principal Stress:3","Principal Stress:4","Principal Stress:5","Principal Stress:6","nodes:0","nodes:1","nodes:2"
0.019004,0.0075727,0.026865,1.6021e-05,0.0080643,-0.00036644,0,0,0.048882,-0.020925,0,-0.0019055,0,0,0,0.02687,1.1021e-05,0.0080643,-0.78178,0.011648,0.023874,4.4021e-07,0.4,0,0
0.020998,0.0073465,0.027765,9.8706e-05,0.008359,-0.00024978,0,0,0.050454,-0.021477,0,-0.0012989,0,0,0,0.027767,9.6451e-05,0.008359,-0.51725,0.012074,0.024603,4.8417e-07,0.44,0,0
0.02304,0.0072083,0.028259,0.00014112,0.00852,-0.00013701,0,0,0.051321,-0.021785,0,-0.00071245,0,0,0,0.028259,0.00014045,0.00852,-0.27918,0.012307,0.025005,5.0958e-07,0.48,0,0
0.025104,0.0071582,0.028435,0.00015786,0.008578,-6.1953e-05,0,0,0.051629,-0.021892,0,-0.00032216,0,0,0,0.028435,0.00015773,0.008578,-0.12553,0.01239,0.025148,5.1883e-07,0.52,0,0
0.027171,0.0071761,0.028443,0.00015118,0.0085782,-3.4558e-05,0,0,0.051648,-0.02191,0,-0.0001797,0,0,0,0.028443,0.00015114,0.0085782,-0.069987,0.012391,0.02516,5.1937e-07,0.56,0,0
0.029236,0.0072351,0.028429,0.00011841,0.0085643,-4.7131e-05,0,0,0.051649,-0.021959,0,-0.00024508,0,0,0,0.028429,0.00011833,0.0085643,-0.095384,0.012371,0.025174,5.1928e-07,0.6,0,0
0.031302,0.0073134,0.028479,6.7659e-05,0.0085639,-6.7788e-05,0,0,0.051778,-0.02209,0,-0.0003525,0,0,0,0.028479,6.7498e-05,0.0085639,-0.1367,0.01237,0.025259,5.2301e-07,0.64,0,0
0.033378,0.0074,0.028595,1.9324e-05,0.0085843,-7.4578e-05,0,0,0.052028,-0.022269,0,-0.00038781,0,0,0,0.028595,1.913e-05,0.0085843,-0.14953,0.0124,0.025401,5.3041e-07,0.68,0,0
0.035465,0.007493,0.02872,-1.7877e-05,0.0086108,-5.6978e-05,0,0,0.052285,-0.022434,0,-0.00029629,0,0,0,0.028721,-1.799e-05,0.0086108,-0.1136,0.012438,0.025542,5.3817e-07,0.72,0,0
0.037561,0.0075937,0.02879,-4.089e-05,0.0086248,-2.1686e-05,0,0,0.05243,-0.022531,0,-0.00011277,0,0,0,0.02879,-4.0907e-05,0.0086248,-0.043096,0.012458,0.025622,5.4255e-07,0.76,0,0
0.039659,0.0077018,0.028763,-5.4797e-05,0.0086124,1.8683e-05,0,0,0.052391,-0.022535,0,9.715e-05,0,0,0,0.028763,-5.4809e-05,0.0086124,0.037145,0.01244,0.025609,5.4129e-07,0.8,0,0
0.041752,0.0078123,0.02864,-6.3394e-05,0.0085729,5.0432e-05,0,0,0.052174,-0.022454,0,0.00026224,0,0,0,0.02864,-6.3483e-05,0.0085729,0.10067,0.012383,0.025506,5.3455e-07,0.84,0,0
0.043833,0.0079161,0.028456,-6.999e-05,0.0085159,6.4368e-05,0,0,0.051845,-0.022323,0,0.00033471,0,0,0,0.028457,-7.0135e-05,0.0085159,0.12928,0.012301,0.025349,5.245e-07,0.88,0,0
0.0459,0.0080018,0.028268,-7.5723e-05,0.0084575,5.769e-05,0,0,0.051506,-0.022186,0,0.00029999,0,0,0,0.028268,-7.584e-05,0.0084575,0.11662,0.012216,0.025185,5.1423e-07,0.92,0,0
0.047954,0.0080584,0.028127,-8.0012e-05,0.0084143,3.37e-05,0,0,0.051255,-0.022085,0,0.00017524,0,0,0,0.028128,-8.0052e-05,0.0084143,0.068452,0.012154,0.025064,5.0672e-07,0.96,0,0
0.05,0.0080783,0.028076,-8.1639e-05,0.0083984,9.5249e-05,0,0,0.051162,-0.022048,0,0.00049529,0,0,0,0.028077,-8.1961e-05,0.0083984,0.19381,0.012131,0.02502,5.04e-07,1,0,0
0,0,0.033813,0.014491,0.014491,0.011515,0,0,0.050237,-4.3368e-19,0,0.059879,0,0,0,0.039183,0.0091211,0.014491,25.002,0.020932,0.027769,9.6263e-07,0,0.04,0
0.0020095,0.0023952,0.030969,0.0035328,0.010351,0.0074038,0,0,0.053608,-0.017726,0,0.0385,0,0,0,0.03284,0.0016624,0.010351,14.178,0.014951,0.027868,7.5822e-07,0.04,0.04,0
0.0042887,0.0045626,0.031076,0.0028486,0.010178,0.0046079,0,0,0.054337,-0.019055,0,0.023961,0,0,0,0.03181,0.0021155,0.010178,9.0403,0.014701,0.026596,6.7531e-07,0.08,0.04,0
0.0063564,0.0060404,0.028019,0.0016827,0.0089105,0.0024346,0,0,0.049682,-0.018793,0,0.01266,0,0,0,0.028242,0.0014595,0.0089105,5.2374,0.012871,0.023943,4.8165e-07,0.12,0.04,0
0.0082632,0.0070074,0.026027,0.0011287,0.0081467,0.001187,0,0,0.046489,-0.018247,0,0.0061725,0,0,0,0.026083,0.0010723,0.0081467,2.7233,0.011768,0.022331,3.8439e-07,0.16,0.04,0
0.010075,0.0075422,0.024977,0.00082283,0.0077399,0.00032341,0,0,0.044816,-0.017985,0,0.0016817,0,0,0,0.024981,0.0008185,0.0077399,0.76698,0.01118,0.021552,3.4108e-07,0.2,0.04,0
0.011849,0.0077259,0.024623,0.00059329,0.007565,-0.00029609,0,0,0.044352,-0.018126,0,-0.0015397,0,0,0,0.024627,0.00058964,0.007565,-0.70584,0.010927,0.021419,3.3015e-07,0.24,0.04,0
0.013624,0.0076419,0.024751,0.00034966,0.0075301,-0.00070448,0,0,0.044773,-0.018669,0,-0.0036633,0,0,0,0.024771,0.00032934,0.0075301,-1.6523,0.010877,0.021754,3.4006e-07,0.28,0.04,0
0.01543,0.0073851,0.02517,8.4412e-05,0.0075762,-0.0008961,0,0,0.045743,-0.019479,0,-0.0046597,0,0,0,0.025202,5.2442e-05,0.0075762,-2.0433,0.010943,0.022358,3.6255e-07,0.32,0.04,0
0.017283,0.0070544,0.025731,-0.00012263,0.0076826,-0.00088241,0,0,0.046927,-0.020294,0,-0.0045885,0,0,0,0.025761,-0.00015272,0.0076826,-1.9525,0.011097,0.023019,3.9056e-07,0.36,0.04,0
0.019185,0.0067357,0.026313,-0.00022481,0.0078264,-0.00073838,0,0,0.048065,-0.020933,0,-0.0038396,0,0,0,0.026333,-0.00024534,0.0078264,-1.5925,0.011305,0.023602,4.1864e-07,0.4,0.04,0
0.021128,0.0064874,0.026824,-0.00025259,0.0079715,-0.00053345,0,0,0.049017,-0.021383,0,-0.0027739,0,0,0,0.026835,-0.0002631,0.0079715,-1.1282,0.011514,0.024062,4.4324e-07,0.44,0.04,0
0.023106,0.0063369,0.027233,-0.0002182,0.0081044,-0.00033414,0,0,0.049734,-0.021639,0,-0.0017375,0,0,0,0.027237,-0.00022227,0.0081044,-0.69728,0.011706,0.024386,4.6267e-07,0.48,0.04,0
0.025107,0.0062825,0.027555,-0.00011313,0.0082325,-0.00019022,0,0,0.050238,-0.021699,0,-0.00098915,0,0,0,0.027556,-0.00011444,0.0082325,-0.39389,0.011891,0.024584,4.7712e-07,0.52,0.04,0
0.027125,0.0062997,0.027819,5.031e-06,0.0083473,-0.00014253,0,0,0.050627,-0.02169,0,-0.00074114,0,0,0,0.02782,4.3007e-06,0.0083473,-0.29358,0.012057,0.024724,4.8871e-07,0.56,0.04,0
0.029157,0.0063567,0.028052,5.5037e-05,0.0084322,-0.00016267,0,0,0.051013,-0.021781,0,-0.00084586,0,0,0,0.028053,5.4092e-05,0.0084322,-0.33288,0.01218,0.024891,5.0015e-07,0.6,0.04,0
0.031206,0.0064297,0.028279,3.1717e-05,0.0084931,-0.00019764,0,0,0.051442,-0.022,0,-0.0010278,0,0,0,0.02828,3.0334e-05,0.0084931,-0.40087,0.012268,0.025111,5.1284e-07,0.64,0.04,0
0.033273,0.0065092,0.02849,-2.988e-05,0.0085381,-0.00019656,0,0,0.051876,-0.022277,0,-0.0010221,0,0,0,0.028492,-3.1235e-05,0.0085381,-0.39486,0.012333,0.025349,5.2567e-07,0.68,0.04,0
0.035356,0.0065956,0.028668,-8.4004e-05,0.0085751,-0.00014809,0,0,0.052241,-0.022514,0,-0.00077007,0,0,0,0.028669,-8.4767e-05,0.0085751,-0.2951,0.012386,0.025549,5.3658e-07,0.72,0.04,0
0.037452,0.0066925,0.028783,-0.00011085,0.0086017,-6.4754e-05,0,0,0.052472,-0.022652,0,-0.00033672,0,0,0,0.028783,-0.00011099,0.0086017,-0.1284,0.012425,0.025672,5.4356e-07,0.76,0.04,0
0.039554,0.0068004,0.028827,-0.00010161,0.0086175,2.6138e-05,0,0,0.052544,-0.02267,0,0.00013592,0,0,0,0.028827,-0.00010163,0.0086175,0.05177,0.012448,0.025703,5.4584e-07,0.8,0.04,0
0.041655,0.0069141,0.028805,-6.3197e-05,0.0086225,9.6899e-05,0,0,0.052474,-0.022583,0,0.00050387,0,0,0,0.028805,-6.3523e-05,0.0086225,0.19232,0.012455,0.025653,5.4385e-07,0.84,0.04,0
0.043752,0.0070232,0.02874,-1.0767e-05,0.0086186,0.00012888,0,0,0.052314,-0.022436,0,0.00067018,0,0,0,0.02874,-1.1344e-05,0.0086186,0.25684,0.012449,0.025554,5.3913e-07,0.88,0.04,0
0.04584,0.0071144,0.028661,3.916e-05,0.0086101,0.00011697,0,0,0.052133,-0.022284,0,0.00060827,0,0,0,0.028662,3.8682e-05,0.0086101,0.23416,0.012437,0.025444,5.3373e-07,0.92,0.04,0
0.047922,0.007175,0.0286,7.3911e-05,0.0086021,6.8642e-05,0,0,0.051994,-0.022173,0,0.00035694,0,0,0,0.0286,7.3746e-05,0.0086021,0.13787,0.012425,0.025361,5.296e-07,0.96,0.04,0
0.05,0.0071963,0.028577,8.6254e-05,0.0085989,0.00010239,0,0,0.051943,-0.022133,0,0.00053242,0,0,0,0.028577,8.5886e-05,0.0085989,0.2059,0.012421,0.025331,5.2808e-07,1,0.04,0
0,0,0.030702,0.013158,0.013158,0.0095941,0,0,0.045614,-1.301e-18,0,0.049889,0,0,0,0.03493,0.0089301,0.013158,23.782,0.019006,0.024165,6.5056e-07,0,0.08,0
0.0018246,0.0019956,0.029709,0.0084051,0.011434,0.0087093,0,0,0.047515,-0.0078761,0,0.045288,0,0,0,0.032817,0.0052979,0.011434,19.635,0.016516,0.025021,6.4434e-07,0.04,0.08,0
0.0038012,0.0038472,0.029656,0.0044611,0.010235,0.0065165,0,0,0.050493,-0.015012,0,0.033886,0,0,0,0.031241,0.0028754,0.010235,13.676,0.014784,0.025496,6.1813e-07,0.08,0.08,0
0.005864,0.0052931,0.029323,0.0030501,0.0097118,0.0042498,0,0,0.050988,-0.01732,0,0.022099,0,0,0,0.029993,0.0023797,0.0097118,8.9637,0.014028,0.024775,5.5655e-07,0.12,0.08,0
0.0078803,0.0062593,0.028207,0.0021916,0.0091196,0.0024014,0,0,0.049627,-0.018013,0,0.012487,0,0,0,0.028427,0.0019718,0.0091196,5.2299,0.013173,0.023704,4.8017e-07,0.16,0.08,0
0.0098342,0.0068017,0.027205,0.0016615,0.0086599,0.0010083,0,0,0.048217,-0.018196,0,0.0052431,0,0,0,0.027244,0.0016218,0.0086599,2.257,0.012509,0.022929,4.2812e-07,0.2,0.08,0
0.011738,0.0069823,0.026506,0.0012585,0.0083295,-4.4913e-05,0,0,0.04726,-0.018385,0,-0.00023354,0,0,0,0.026507,0.0012584,0.0083295,-0.10192,0.012032,0.02256,4.0027e-07,0.24,0.08,0
0.013615,0.0068808,0.026084,0.00077656,0.0080582,-0.00079531,0,0,0.046867,-0.018932,0,-0.0041356,0,0,0,0.026109,0.00075159,0.0080582,-1.7982,0.01164,0.022608,3.9122e-07,0.28,0.08,0
0.015487,0.0065953,0.025881,0.00021489,0.0078286,-0.0011685,0,0,0.046935,-0.019796,0,-0.0060762,0,0,0,0.025934,0.0001618,0.0078286,-2.6014,0.011308,0.022921,3.9328e-07,0.32,0.08,0
0.01737,0.0062367,0.02586,-0.00018497,0.0077026,-0.0012344,0,0,0.04721,-0.020508,0,-0.0064189,0,0,0,0.025919,-0.00024334,0.0077026,-2.7074,0.011126,0.023231,3.992e-07,0.36,0.08,0
0.019264,0.0058981,0.025997,-0.00031786,0.0077038,-0.0011086,0,0,0.047563,-0.020856,0,-0.0057649,0,0,0,0.026044,-0.00036449,0.0077038,-2.4082,0.011128,0.02344,4.0696e-07,0.4,0.08,0
0.021175,0.0056359,0.026228,-0.00037879,0.0077548,-0.00093336,0,0,0.048031,-0.021147,0,-0.0048535,0,0,0,0.026261,-0.00041149,0.0077548,-2.0066,0.011201,0.02367,4.1792e-07,0.44,0.08,0
0.023106,0.0054773,0.026528,-0.00039383,0.0078401,-0.00070187,0,0,0.048587,-0.021408,0,-0.0036497,0,0,0,0.026546,-0.00041211,0.0078401,-1.4924,0.011325,0.023924,4.3162e-07,0.48,0.08,0
0.025062,0.0054223,0.026907,-0.00021227,0.0080084,-0.00052238,0,0,0.049136,-0.021374,0,-0.0027164,0,0,0,0.026917,-0.00022233,0.0080084,-1.1031,0.011568,0.024102,4.4661e-07,0.52,0.08,0
0.027037,0.0054409,0.027322,3.2544e-05,0.0082062,-0.0004529,0,0,0.0497,-0.021252,0,-0.0023551,0,0,0,0.027329,2.503e-05,0.0082062,-0.95056,0.011853,0.024271,4.6291e-07,0.56,0.08,0
0.029038,0.0054926,0.027731,0.0001104,0.0083523,-0.00049624,0,0,0.050383,-0.021429,0,-0.0025805,0,0,0,0.027739,0.00010149,0.0083523,-1.029,0.012064,0.024574,4.8264e-07,0.6,0.08,0
0.031068,0.0055534,0.028115,1.8728e-05,0.0084401,-0.00051577,0,0,0.051155,-0.021896,0,-0.002682,0,0,0,0.028124,9.2634e-06,0.0084401,-1.0513,0.012191,0.02499,5.0483e-07,0.64,0.08,0
0.03313,0.0056178,0.028474,-0.00010106,0.0085118,-0.00047084,0,0,0.051901,-0.022394,0,-0.0024484,0,0,0,0.028482,-0.00010881,0.0085118,-0.94374,0.012295,0.025402,5.2664e-07,0.68,0.08,0
0.03522,0.0056919,0.028746,-0.00021339,0.0085599,-0.00034623,0,0,0.052485,-0.022811,0,-0.0018004,0,0,0,0.02875,-0.00021753,0.0085599,-0.68487,0.012364,0.025728,5.4383e-07,0.72,0.08,0
0.037329,0.0057815,0.02893,-0.0002621,0.0086003,-0.000171,0,0,0.052857,-0.023042,0,-0.00088918,0,0,0,0.028931,-0.0002631,0.0086003,-0.3356,0.012423,0.025925,5.5502e-07,0.76,0.08,0
0.039448,0.0058882,0.029024,-0.00023365,0.0086371,8.5174e-06,0,0,0.053006,-0.023064,0,4.429e-05,0,0,0,0.029024,-0.00023365,0.0086371,0.01668,0.012476,0.025984,5.598e-07,0.8,0.08,0
0.04157,0.0060057,0.029045,-0.00014356,0.0086706,0.00014469,0,0,0.052975,-0.022917,0,0.00075239,0,0,0,0.029046,-0.00014428,0.0086706,0.28401,0.012524,0.025932,5.5926e-07,0.84,0.08,0
0.043686,0.0061212,0.029019,-2.6975e-05,0.0086977,0.00020773,0,0,0.052836,-0.022684,0,0.0010802,0,0,0,0.029021,-2.846e-05,0.0086977,0.40974,0.012563,0.025817,5.5544e-07,0.88,0.08,0
0.045796,0.0062191,0.028975,8.0632e-05,0.0087166,0.00019218,0,0,0.052671,-0.022454,0,0.00099933,0,0,0,0.028976,7.9354e-05,0.0087166,0.38106,0.012591,0.025691,5.5066e-07,0.92,0.08,0
0.0479,0.0062846,0.028937,0.00015406,0.0087272,0.00011338,0,0,0.052545,-0.02229,0,0.00058956,0,0,0,0.028937,0.00015361,0.0087272,0.22568,0.012606,0.025597,5.4692e-07,0.96,0.08,0
0.05,0.0063076,0.028922,0.00017984,0.0087306,0.00011079,0,0,0.052498,-0.022232,0,0.00057612,0,0,0,0.028923,0.00017941,0.0087306,0.22085,0.012611,0.025564,5.4556e-07,1,0.08,0
0,0,0.030042,0.012875,0.012875,0.008486,0,0,0.044634,-1.7347e-18,0,0.044127,0,0,0,0.033529,0.0093884,0.012875,22.337,0.018597,0.0226,5.4555e-07,0,0.12,0
0.0017853,0.0017651,0.029686,0.0099407,0.011888,0.0080762,0,0,0.046275,-0.0050629,0,0.041996,0,0,0,0.032569,0.0070582,0.011888,19.642,0.017172,0.023471,5.7045e-07,0.04,0.12,0
0.003702,0.0033616,0.029946,0.0069439,0.011067,0.006837,0,0,0.049086,-0.01072,0,0.035553,0,0,0,0.031825,0.0050652,0.011067,15.365,0.015986,0.024321,5.8992e-07,0.08,0.12,0
0.0057122,0.0046548,0.029896,0.0048272,0.010417,0.0050988,0,0,0.050646,-0.014534,0,0.026514,0,0,0,0.030894,0.0038299,0.010417,11.068,0.015047,0.024445,5.7062e-07,0.12,0.12,0
0.0077537,0.0055664,0.029441,0.0036362,0.0099232,0.0033698,0,0,0.050747,-0.016346,0,0.017523,0,0,0,0.029874,0.0032034,0.0099232,7.3187,0.014334,0.024026,5.2892e-07,0.16,0.12,0
0.009772,0.0060865,0.02867,0.0028403,0.0094529,0.0018711,0,0,0.049963,-0.017193,0,0.0097298,0,0,0,0.028804,0.0027054,0.0094529,4.122,0.013654,0.023464,4.832e-07,0.2,0.12,0
0.011751,0.0062551,0.027739,0.0020982,0.0089511,0.00064721,0,0,0.048848,-0.017818,0,0.0033655,0,0,0,0.027755,0.0020819,0.0089511,1.445,0.012929,0.023021,4.4362e-07,0.24,0.12,0
0.01368,0.0061273,0.026989,0.0014725,0.0085385,-0.00022427,0,0,0.047972,-0.018372,0,-0.0011662,0,0,0,0.026991,0.0014705,0.0085385,-0.50354,0.012333,0.022823,4.1896e-07,0.28,0.12,0
0.015588,0.0058014,0.026188,0.00041548,0.007981,-0.00081638,0,0,0.047338,-0.019671,0,-0.0042451,0,0,0,0.026214,0.00038964,0.007981,-1.8125,0.011528,0.022989,4.0231e-07,0.32,0.12,0
0.017467,0.0054138,0.025538,-0.00027899,0.0075777,-0.00091153,0,0,0.046697,-0.020427,0,-0.0047399,0,0,0,0.02557,-0.00031113,0.0075777,-2.0196,0.010946,0.022976,3.8442e-07,0.36,0.12,0
0.019324,0.0050672,0.025329,-9.5753e-05,0.0075701,-0.0010693,0,0,0.046174,-0.019931,0,-0.0055606,0,0,0,0.025374,-0.00014065,0.0075701,-2.4041,0.010934,0.022666,3.7306e-07,0.4,0.12,0
0.021161,0.0047956,0.025342,-0.00021735,0.0075373,-0.0012457,0,0,0.046292,-0.020162,0,-0.0064776,0,0,0,0.025402,-0.00027791,0.0075373,-2.7837,0.010887,0.0228,3.7643e-07,0.44,0.12,0
0.023027,0.0046243,0.025577,-0.00066157,0.0074745,-0.0012576,0,0,0.047065,-0.021154,0,-0.0065398,0,0,0,0.025637,-0.00072171,0.0074745,-2.738,0.010797,0.023365,3.9372e-07,0.48,0.12,0
0.024926,0.0045726,0.026215,-0.00034788,0.0077603,-0.0010375,0,0,0.047984,-0.021081,0,-0.0053952,0,0,0,0.026256,-0.00038835,0.0077603,-2.2334,0.011209,0.023647,4.1732e-07,0.52,0.12,0
0.026866,0.0045995,0.026924,0.00012785,0.0081157,-0.0010561,0,0,0.048903,-0.020768,0,-0.0054916,0,0,0,0.026966,8.6293e-05,0.0081157,-2.2534,0.011723,0.023899,4.436e-07,0.56,0.12,0
0.028838,0.0046424,0.027493,4.8007e-05,0.0082622,-0.0010274,0,0,0.049999,-0.021357,0,-0.0053425,0,0,0,0.027531,9.599e-06,0.0082622,-2.1409,0.011934,0.024463,4.7355e-07,0.6,0.12,0
0.030866,0.0046781,0.028145,-3.1702e-05,0.0084341,-0.00098449,0,0,0.051249,-0.022011,0,-0.0051194,0,0,0,0.02818,-6.6058e-05,0.0084341,-1.9986,0.012183,0.025099,5.0926e-07,0.64,0.12,0
0.032938,0.0047177,0.028614,-0.00025623,0.0085072,-0.00084077,0,0,0.052277,-0.022785,0,-0.004372,0,0,0,0.028638,-0.0002807,0.0085072,-1.6667,0.012288,0.025678,5.3874e-07,0.68,0.12,0
0.035048,0.0047708,0.028972,-0.00044724,0.0085574,-0.00060909,0,0,0.053078,-0.023412,0,-0.0031673,0,0,0,0.028985,-0.00045985,0.0085574,-1.1856,0.012361,0.02613,5.6203e-07,0.72,0.12,0
0.037184,0.0048491,0.029203,-0.00052672,0.008603,-0.00031734,0,0,0.053561,-0.023737,0,-0.0016502,0,0,0,0.029207,-0.00053011,0.008603,-0.61149,0.012427,0.026384,5.7639e-07,0.76,0.12,0
0.039333,0.0049552,0.029324,-0.00045593,0.0086606,-3.611e-05,0,0,0.053726,-0.023703,0,-0.00018777,0,0,0,0.029325,-0.00045598,0.0086606,-0.069473,0.01251,0.026429,5.8185e-07,0.8,0.12,0
0.041482,0.0050808,0.029357,-0.0002742,0.0087249,0.00016885,0,0,0.053644,-0.023398,0,0.00087802,0,0,0,0.029358,-0.00027516,0.0087249,0.32648,0.012603,0.026314,5.8015e-07,0.84,0.12,0
0.043625,0.0052084,0.029336,-5.2472e-05,0.0087849,0.00026253,0,0,0.053431,-0.022977,0,0.0013651,0,0,0,0.029338,-5.4817e-05,0.0087849,0.51178,0.012689,0.02612,5.7438e-07,0.88,0.12,0
0.045757,0.0053181,0.029294,0.00014459,0.0088316,0.00024555,0,0,0.053203,-0.022586,0,0.0012768,0,0,0,0.029296,0.00014252,0.0088316,0.48259,0.012757,0.025925,5.6781e-07,0.92,0.12,0
0.047881,0.0053918,0.029259,0.0002754,0.0088604,0.00014485,0,0,0.053037,-0.022321,0,0.0007532,0,0,0,0.02926,0.00027468,0.0088604,0.28632,0.012798,0.025788,5.6291e-07,0.96,0.12,0
0.05,0.0054178,0.029246,0.00032084,0.0088701,0.0001248,0,0,0.052978,-0.022228,0,0.00064896,0,0,0,0.029247,0.0003203,0.0088701,0.2472,0.012812,0.025739,5.6117e-07,1,0.12,0
0,0,0.030669,0.013144,0.013144,0.0076468,0,0,0.045566,1.0842e-18,0,0.039764,0,0,0,0.033537,0.010276,0.013144,20.555,0.018986,0.021967,5.133e-07,0,0.16,0
0.0018226,0.0015905,0.0304,0.010745,0.012344,0.0074511,0,0,0.046947,-0.0041552,0,0.038746,0,0,0,0.032905,0.0082401,0.012344,18.585,0.01783,0.022891,5.4992e-07,0.04,0.16,0
0.0037557,0.0029896,0.030786,0.008407,0.011758,0.0065776,0,0,0.049472,-0.0087119,0,0.034204,0,0,0,0.032576,0.0066169,0.011758,15.225,0.016983,0.023808,5.8566e-07,0.08,0.16,0
0.0057804,0.0041304,0.03089,0.0064591,0.011205,0.0053856,0,0,0.051182,-0.012339,0,0.028005,0,0,0,0.032025,0.0053246,0.011205,11.896,0.016185,0.0243,5.9399e-07,0.12,0.16,0
0.0078503,0.0049516,0.03065,0.0051147,0.010729,0.0040292,0,0,0.051793,-0.014598,0,0.020952,0,0,0,0.03127,0.004494,0.010729,8.7574,0.015498,0.024267,5.7385e-07,0.16,0.16,0
0.0099239,0.0054262,0.030007,0.0040586,0.01022,0.0026928,0,0,0.051447,-0.016019,0,0.014003,0,0,0,0.030284,0.0037821,0.01022,5.8627,0.014762,0.023941,5.3671e-07,0.2,0.16,0
0.011966,0.0055569,0.029157,0.0031039,0.0096784,0.0016389,0,0,0.050645,-0.017094,0,0.008522,0,0,0,0.02926,0.0030013,0.0096784,3.5853,0.01398,0.023638,5.0032e-07,0.24,0.16,0
0.013976,0.0054111,0.02742,0.0015634,0.0086949,0.00082645,0,0,0.048684,-0.018542,0,0.0042975,0,0,0,0.027446,0.001537,0.0086949,1.8289,0.012559,0.023175,4.3966e-07,0.28,0.16,0
0.015861,0.0050217,0.025982,0.00053766,0.0079559,0.00092993,0,0,0.046868,-0.019287,0,0.0048357,0,0,0,0.026016,0.00050372,0.0079559,2.0903,0.011492,0.022722,3.9128e-07,0.32,0.16,0
0.017725,0.0046025,0.024806,0.00057011,0.007613,6.7007e-05,0,0,0.044703,-0.018311,0,0.00034844,0,0,0,0.024807,0.00056992,0.007613,0.15841,0.010996,0.021594,3.3781e-07,0.36,0.16,0
0.019437,0.0043036,0.023424,0.00057437,0.0071995,-0.00067264,0,0,0.042183,-0.017225,0,-0.0034977,0,0,0,0.023444,0.00055459,0.0071995,-1.6847,0.010399,0.020395,2.849e-07,0.4,0.16,0
0.0211,0.0040229,0.023307,0.00039232,0.0071097,-0.0015537,0,0,0.042112,-0.017465,0,-0.0080795,0,0,0,0.023412,0.00028744,0.0071097,-3.8615,0.01027,0.020579,2.8742e-07,0.44,0.16,0
0.022806,0.003785,0.024384,-8.2749e-05,0.0072903,-0.002123,0,0,0.044443,-0.01917,0,-0.01104,0,0,0,0.024567,-0.00026561,0.0072903,-4.9227,0.01053,0.022048,3.4043e-07,0.48,0.16,0
